version,uploadedAt,filename,archiveSize,sizeDelta,mapSize,variants,attributes,extraDependencies,stringTable,screenshots,howToPlay
0.460,2019-11-21T13:41:18.000Z,Project_Bang_47_ReBuild.SC2Map,51580392,5110,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),b6a14462145b1e67f2457d5e13ab9e21d338f5336bd1a48febe374087e7579aa,5,5
0.461,2019-11-21T14:05:43.000Z,Project_Bang_47_ReBuild.SC2Map,51582595,2203,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),570ddb437efd6c6435bb7f14c70d04cd2ba1d85cbf327b7074884bf6777f3d56,5,5
0.462,2019-11-21T15:26:04.000Z,Project_Bang_47_ReBuild.SC2Map,51582974,379,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),570ddb437efd6c6435bb7f14c70d04cd2ba1d85cbf327b7074884bf6777f3d56,5,5
0.463,2019-11-30T09:54:42.000Z,Project_Bang_47_ReBuild.SC2Map,51619519,36545,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),570ddb437efd6c6435bb7f14c70d04cd2ba1d85cbf327b7074884bf6777f3d56,5,5
0.464,2019-12-17T12:45:30.000Z,Project_Bang_47_ReBuild.SC2Map,51621082,1563,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),cb1f7096aadcbc9eaab05cb6d23af4094d1f89f890058a6aa0b9aba31ccd0146,5,5
0.465,2020-01-06T14:14:29.000Z,Project_Bang_47_ReBuild.SC2Map,51623594,2512,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),cb1f7096aadcbc9eaab05cb6d23af4094d1f89f890058a6aa0b9aba31ccd0146,5,5
0.466,2020-01-12T12:33:26.000Z,Project_Bang_47_ReBuild.SC2Map,51623151,-443,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),cb1f7096aadcbc9eaab05cb6d23af4094d1f89f890058a6aa0b9aba31ccd0146,5,5
0.467,2020-02-07T12:54:32.000Z,Project_Bang_47_ReBuild.SC2Map,51625762,2611,32x32,2,2,89384|Swarm(Camp)|Teams08(Mod),d959f989e5c623858963ac2e23425b371fee005db2652924b1866c5c8b260ae3,5,5
0.468,2020-02-09T11:29:48.000Z,Project_Bang_47_ReBuild.SC2Map,51626002,240,32x32,2,2,89384|Swarm(Camp)|Teams08(Mod),d959f989e5c623858963ac2e23425b371fee005db2652924b1866c5c8b260ae3,5,5
0.469,2020-02-13T13:00:02.000Z,Project_Bang_47_ReBuild.SC2Map,51589861,-36141,32x32,2,2,89384|Swarm(Camp)|Teams08(Mod),d959f989e5c623858963ac2e23425b371fee005db2652924b1866c5c8b260ae3,5,5
0.470,2020-03-19T13:14:42.000Z,Project_Bang_47_ReBuild.SC2Map,51590659,798,32x32,2,2,89384|Swarm(Camp)|Teams08(Mod),d959f989e5c623858963ac2e23425b371fee005db2652924b1866c5c8b260ae3,5,5
0.471,2020-03-22T03:02:43.000Z,Project_Bang_47_ReBuild.SC2Map,51591344,685,32x32,2,2,89384|Swarm(Camp)|Teams08(Mod),d959f989e5c623858963ac2e23425b371fee005db2652924b1866c5c8b260ae3,5,5
0.472,2020-03-28T09:42:11.000Z,Project_Bang_47_ReBuild.SC2Map,51592450,1106,32x32,2,2,89384|Swarm(Camp)|Teams08(Mod),d959f989e5c623858963ac2e23425b371fee005db2652924b1866c5c8b260ae3,5,5
0.473,2020-04-13T11:03:15.000Z,Project_Bang_47_ReBuild.SC2Map,51594371,1921,32x32,2,2,89384|Swarm(Camp)|Teams08(Mod),d959f989e5c623858963ac2e23425b371fee005db2652924b1866c5c8b260ae3,5,5
0.474,2020-04-16T12:01:42.000Z,Project_Bang_47_ReBuild.SC2Map,51594369,-2,32x32,2,2,89384|Swarm(Camp)|Teams08(Mod),d959f989e5c623858963ac2e23425b371fee005db2652924b1866c5c8b260ae3,5,5
0.475,2020-05-17T12:20:00.000Z,Project_Bang_47_ReBuild.SC2Map,51597247,2878,32x32,2,2,89384|Swarm(Camp)|Teams08(Mod),d959f989e5c623858963ac2e23425b371fee005db2652924b1866c5c8b260ae3,5,5
0.476,2020-06-15T13:34:47.000Z,Project_Bang_47_ReBuild.SC2Map,51599253,2006,32x32,2,3,89384|Swarm(Camp)|Teams08(Mod),16ba235d2961622296433b287a9a5a8ee5a5e694e904e0e70c12f2633244b860,5,5
0.477,2020-06-15T13:53:17.000Z,Project_Bang_47_ReBuild.SC2Map,51599254,1,32x32,2,3,89384|Swarm(Camp)|Teams08(Mod),16ba235d2961622296433b287a9a5a8ee5a5e694e904e0e70c12f2633244b860,5,5
0.478,2020-06-28T15:04:11.000Z,Project_Bang_47_ReBuild.SC2Map,51598378,-876,32x32,2,3,89384|Swarm(Camp)|Teams08(Mod),16ba235d2961622296433b287a9a5a8ee5a5e694e904e0e70c12f2633244b860,5,5
0.479,2020-07-19T12:21:39.000Z,Project_Bang_47_ReBuild.SC2Map,51602483,4105,32x32,2,3,89384|Swarm(Camp)|Teams08(Mod),16ba235d2961622296433b287a9a5a8ee5a5e694e904e0e70c12f2633244b860,5,5
0.480,2020-07-20T14:24:40.000Z,Project_Bang_47_ReBuild.SC2Map,51603285,802,32x32,2,3,89384|Swarm(Camp)|Teams08(Mod),16ba235d2961622296433b287a9a5a8ee5a5e694e904e0e70c12f2633244b860,5,5
0.481,2020-07-20T14:45:33.000Z,Project_Bang_47_ReBuild.SC2Map,51603287,2,32x32,2,3,89384|Swarm(Camp)|Teams08(Mod),16ba235d2961622296433b287a9a5a8ee5a5e694e904e0e70c12f2633244b860,5,5
0.482,2020-09-06T12:17:01.000Z,Project_Bang_47_ReBuild.SC2Map,51605050,1763,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),89ae454395b94227b32aa1cea01ce9be4062ab13bfc43c89efbc3699845e46f5,5,5
0.483,2020-09-06T18:00:42.000Z,Project_Bang_47_ReBuild.SC2Map,51604824,-226,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),89ae454395b94227b32aa1cea01ce9be4062ab13bfc43c89efbc3699845e46f5,5,5
0.484,2020-09-28T13:48:06.000Z,Project_Bang_47_ReBuild.SC2Map,51605426,602,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),89ae454395b94227b32aa1cea01ce9be4062ab13bfc43c89efbc3699845e46f5,5,5
0.485,2020-11-15T10:42:52.000Z,Project_Bang_47_ReBuild.SC2Map,51606566,1140,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),89ae454395b94227b32aa1cea01ce9be4062ab13bfc43c89efbc3699845e46f5,5,5
0.486,2020-12-13T10:51:12.000Z,Project_Bang_47_ReBuild.SC2Map,51607960,1394,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.487,2021-01-07T12:41:46.000Z,Project_Bang_47_ReBuild.SC2Map,51606605,-1355,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.488,2021-01-07T13:52:40.000Z,Project_Bang_47_ReBuild.SC2Map,51606852,247,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.489,2021-01-12T11:39:09.000Z,Project_Bang_47_ReBuild.SC2Map,51606751,-101,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.490,2021-01-13T11:30:56.000Z,Project_Bang_47_ReBuild.SC2Map,51607241,490,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.491,2021-01-14T12:10:38.000Z,Project_Bang_47_ReBuild.SC2Map,51609690,2449,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.492,2021-01-17T07:28:06.000Z,Project_Bang_47_ReBuild.SC2Map,51609627,-63,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.493,2021-01-17T07:37:57.000Z,Project_Bang_47_ReBuild.SC2Map,51608736,-891,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.494,2021-04-19T13:13:10.000Z,Project_Bang_47_ReBuild.SC2Map,51610001,1265,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.495,2021-04-28T12:30:04.000Z,Project_Bang_47_ReBuild.SC2Map,51610153,152,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.496,2021-07-29T13:56:08.000Z,Project_Bang_47_ReBuild.SC2Map,51611348,1195,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.497,2021-07-29T16:36:11.000Z,Project_Bang_47_ReBuild.SC2Map,51611169,-179,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.498,2021-07-30T06:12:06.000Z,Project_Bang_47_ReBuild.SC2Map,51610710,-459,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.499,2021-08-01T02:54:45.000Z,Project_Bang_47_ReBuild.SC2Map,51611141,431,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.500,2021-08-01T06:43:18.000Z,Project_Bang_47_ReBuild.SC2Map,51611322,181,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.501,2021-08-01T06:46:52.000Z,Project_Bang_47_ReBuild.SC2Map,51611321,-1,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.502,2021-12-13T11:00:43.000Z,Project_Bang_47_ReBuild.SC2Map,51611592,271,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.503,2021-12-14T11:50:09.000Z,Project_Bang_47_ReBuild.SC2Map,51613755,2163,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),336b9013742d7c10e6882f810034b1ab26b38b356b8f11a3f1b998934b55a6b0,5,5
0.504,2021-12-16T11:06:25.000Z,Project_Bang_47_ReBuild.SC2Map,51619575,5820,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),7ecdab46d95adb1e2f24e4321d6cc79d5074949fa9b9eb50b9a2bdbbe60641b1,5,5
0.505,2021-12-16T11:40:40.000Z,Project_Bang_47_ReBuild.SC2Map,51620620,1045,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),7ecdab46d95adb1e2f24e4321d6cc79d5074949fa9b9eb50b9a2bdbbe60641b1,5,5
0.506,2021-12-16T13:07:53.000Z,Project_Bang_47_ReBuild.SC2Map,51623423,2803,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),7ecdab46d95adb1e2f24e4321d6cc79d5074949fa9b9eb50b9a2bdbbe60641b1,5,5
0.507,2021-12-19T08:20:54.000Z,Project_Bang_47_ReBuild.SC2Map,51623597,174,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),7ecdab46d95adb1e2f24e4321d6cc79d5074949fa9b9eb50b9a2bdbbe60641b1,5,5
0.508,2021-12-28T15:55:16.000Z,Project_Bang_47_ReBuild.SC2Map,51624097,500,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),7ecdab46d95adb1e2f24e4321d6cc79d5074949fa9b9eb50b9a2bdbbe60641b1,5,5
0.509,2022-01-06T12:07:10.000Z,Project_Bang_47_ReBuild.SC2Map,51623774,-323,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),7ecdab46d95adb1e2f24e4321d6cc79d5074949fa9b9eb50b9a2bdbbe60641b1,5,5
0.510,2022-01-27T09:47:12.000Z,Project_Bang_47_ReBuild.SC2Map,51624557,783,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),7ecdab46d95adb1e2f24e4321d6cc79d5074949fa9b9eb50b9a2bdbbe60641b1,5,5
0.511,2022-03-17T12:07:56.000Z,Project_Bang_47_ReBuild.SC2Map,51626013,1456,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),7ecdab46d95adb1e2f24e4321d6cc79d5074949fa9b9eb50b9a2bdbbe60641b1,5,5
0.512,2022-03-31T16:38:52.000Z,Project_Bang_47_ReBuild.SC2Map,51626322,309,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),7ecdab46d95adb1e2f24e4321d6cc79d5074949fa9b9eb50b9a2bdbbe60641b1,5,5
0.513,2022-05-09T15:19:06.000Z,Project_Bang_47_ReBuild.SC2Map,51628749,2427,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.514,2022-06-12T11:51:29.000Z,Project_Bang_47_ReBuild.SC2Map,51628592,-157,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.515,2022-06-20T13:42:11.000Z,Project_Bang_47_ReBuild.SC2Map,51629039,447,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.516,2022-06-22T14:28:07.000Z,Project_Bang_47_ReBuild.SC2Map,51629420,381,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.517,2022-07-25T12:43:24.000Z,Project_Bang_47_ReBuild.SC2Map,51630374,954,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.518,2022-07-28T15:18:58.000Z,Project_Bang_47_ReBuild.SC2Map,51630257,-117,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.519,2022-08-01T11:35:02.000Z,Project_Bang_47_ReBuild.SC2Map,51630127,-130,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.520,2022-08-07T10:01:59.000Z,Project_Bang_47_ReBuild.SC2Map,51629368,-759,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.521,2022-08-21T06:48:25.000Z,Project_Bang_47_ReBuild.SC2Map,51629700,332,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.522,2022-09-03T08:44:31.000Z,Project_Bang_47_ReBuild.SC2Map,51630222,522,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.523,2022-09-15T12:49:47.000Z,Project_Bang_47_ReBuild.SC2Map,51630210,-12,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.524,2022-09-20T13:23:20.000Z,Project_Bang_47_ReBuild.SC2Map,51630990,780,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.525,2022-10-10T09:47:24.000Z,Project_Bang_47_ReBuild.SC2Map,51630894,-96,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.526,2023-02-13T14:34:25.000Z,Project_Bang_47_ReBuild.SC2Map,51631974,1080,32x32,2,4,89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.527,2023-02-21T13:33:25.000Z,Project_Bang_47_ReBuild.SC2Map,51632154,180,32x32,2,4,WTK_Movie_Talk|89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.528,2023-02-21T13:45:47.000Z,Project_Bang_47_ReBuild.SC2Map,51632353,199,32x32,2,4,WTK_Movie_Talk|89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.529,2023-02-21T15:34:52.000Z,Project_Bang_47_ReBuild.SC2Map,51632299,-54,32x32,2,4,WTK_Movie_Talk|89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.530,2023-02-21T15:47:46.000Z,Project_Bang_47_ReBuild.SC2Map,51632020,-279,32x32,2,4,WTK_Movie_Talk|89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.531,2023-02-22T13:03:34.000Z,Project_Bang_47_ReBuild.SC2Map,51630732,-1288,32x32,2,4,WTK_Movie_Talk|89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.532,2023-02-22T13:48:25.000Z,Project_Bang_47_ReBuild.SC2Map,51630733,1,32x32,2,4,WTK_Movie_Talk|89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.533,2023-02-22T15:18:22.000Z,Project_Bang_47_ReBuild.SC2Map,51630782,49,32x32,2,4,WTK_Movie_Talk|89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.534,2023-02-26T05:30:21.000Z,Project_Bang_47_ReBuild.SC2Map,51636206,5424,32x32,2,4,WTK_Movie_Talk|89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.535,2023-02-27T15:04:19.000Z,Project_Bang_47_ReBuild.SC2Map,51636816,610,32x32,2,4,WTK_Movie_Talk|89384|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.536,2023-04-05T11:56:51.000Z,Project_Bang_47_ReBuild.SC2Map,51635434,-1382,32x32,2,4,WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.537,2023-07-18T05:31:03.000Z,Project_Bang_48_ReBuild.SC2Map,51638365,2931,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.538,2023-07-27T11:08:06.000Z,Project_Bang_48_ReBuild.SC2Map,51638104,-261,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),85c4a8a9d4491a2ce1484cfaea3434c0da9744e7f6bb80d799c4195d29a60e4e,5,5
0.539,2023-07-30T05:34:15.000Z,Project_Bang_50_ReBuild.SC2Map,51638145,41,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),fd3e34d0f7208a6c85304b39b7b46bac227ca28524c4a06281c88e1af9436ffc,5,5
0.540,2023-08-03T11:41:26.000Z,Project_Bang_51_ReBuild.SC2Map,51073069,-565076,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.541,2023-08-07T14:17:28.000Z,Project_Bang_52_ReBuild.SC2Map,51053274,-19795,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.542,2023-08-07T15:48:21.000Z,Project_Bang_52_ReBuild.SC2Map,51053064,-210,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.543,2023-08-07T17:15:02.000Z,Project_Bang_52_ReBuild.SC2Map,51052469,-595,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.544,2023-08-08T12:27:25.000Z,Project_Bang_52_ReBuild.SC2Map,51055056,2587,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.545,2023-08-08T13:10:16.000Z,Project_Bang_52_ReBuild.SC2Map,51055057,1,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.546,2023-08-08T15:00:53.000Z,Project_Bang_52_ReBuild.SC2Map,51664641,609584,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.547,2023-08-09T11:20:18.000Z,Project_Bang_52_ReBuild.SC2Map,51668211,3570,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.548,2023-08-09T12:50:04.000Z,Project_Bang_52_ReBuild.SC2Map,51669379,1168,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.549,2023-08-09T13:16:20.000Z,Project_Bang_52_ReBuild.SC2Map,51670183,804,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.550,2023-08-09T15:51:31.000Z,Project_Bang_52_ReBuild.SC2Map,51671114,931,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.551,2023-08-11T13:46:39.000Z,Project_Bang_52_ReBuild.SC2Map,51733458,62344,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.552,2023-08-11T13:48:42.000Z,Project_Bang_52_ReBuild.SC2Map,51732821,-637,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.553,2023-08-16T11:18:00.000Z,Project_Bang_52_ReBuild.SC2Map,51732815,-6,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.554,2023-08-21T16:11:49.000Z,Project_Bang_52_ReBuild.SC2Map,51784862,52047,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.555,2023-08-28T12:54:35.000Z,Project_Bang_52_ReBuild.SC2Map,51911430,126568,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.556,2023-08-28T14:56:01.000Z,Project_Bang_52_ReBuild.SC2Map,51911554,124,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.557,2023-08-29T16:08:17.000Z,Project_Bang_52_ReBuild.SC2Map,51920307,8753,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.558,2023-08-30T11:00:20.000Z,Project_Bang_53_ReBuild.SC2Map,52322684,402377,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.559,2023-08-30T11:31:52.000Z,Project_Bang_53_ReBuild.SC2Map,52322681,-3,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.560,2023-08-30T11:38:38.000Z,Project_Bang_53_ReBuild.SC2Map,52322686,5,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.561,2023-08-30T12:58:38.000Z,Project_Bang_53_ReBuild.SC2Map,52324187,1501,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.562,2023-08-30T13:10:40.000Z,Project_Bang_53_ReBuild.SC2Map,52324992,805,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
0.563,2023-08-30T13:15:12.000Z,Project_Bang_53_ReBuild.SC2Map,52324989,-3,32x32,2,4,WTK_BGM_A1|WTK_Movie_Talk|Swarm(Camp)|Teams08(Mod),02cd0c349bd99973e227a55bf3c1c86c72a94f16872c7e4bbcb6314f80f1392b,5,5
