version,uploadedAt,filename,archiveSize,sizeDelta,mapSize,variants,attributes,extraDependencies,stringTable,screenshots,howToPlay
0.343,2017-08-02T13:44:06.000Z,Project_Bang_43.SC2Map,49232492,2894,32x32,2,2,89384|Swarm(Camp)|9,0ef08cb892360a386442b2cefd47ae7620e0e2d8fcab87199f46ce94451c4761,5,5
0.344,2017-08-08T13:37:37.000Z,Project_Bang_43.SC2Map,49233087,595,32x32,2,2,89384|Swarm(Camp)|9,0ef08cb892360a386442b2cefd47ae7620e0e2d8fcab87199f46ce94451c4761,5,5
0.345,2017-10-06T03:35:52.000Z,Project_Bang_43.SC2Map,49233826,739,32x32,2,2,89384|Swarm(Camp)|9,0ef08cb892360a386442b2cefd47ae7620e0e2d8fcab87199f46ce94451c4761,5,5
0.346,2017-10-13T12:41:30.000Z,Project_Bang_43.SC2Map,49233513,-313,32x32,2,2,89384|Swarm(Camp)|9,0ef08cb892360a386442b2cefd47ae7620e0e2d8fcab87199f46ce94451c4761,5,5
0.347,2017-11-16T14:05:01.000Z,Project_Bang_43.SC2Map,49231322,-2191,32x32,2,2,89384|Swarm(Camp)|9,0ef08cb892360a386442b2cefd47ae7620e0e2d8fcab87199f46ce94451c4761,5,5
0.348,2017-11-19T11:09:33.000Z,Project_Bang_43.SC2Map,49231723,401,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.349,2017-12-06T14:06:01.000Z,Project_Bang_43.SC2Map,49248764,17041,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.350,2017-12-06T14:10:06.000Z,Project_Bang_43.SC2Map,49248954,190,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.351,2018-01-23T13:11:22.000Z,Project_Bang_43.SC2Map,49249054,100,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.352,2018-01-25T11:47:47.000Z,Project_Bang_43.SC2Map,49250162,1108,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.353,2018-02-03T09:37:17.000Z,Project_Bang_43.SC2Map,49250765,603,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.354,2018-03-03T09:27:51.000Z,Project_Bang_43.SC2Map,49250760,-5,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.355,2018-03-04T03:43:28.000Z,Project_Bang_43.SC2Map,49250416,-344,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.356,2018-04-21T12:59:50.000Z,Project_Bang_43.SC2Map,49251996,1580,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.357,2018-04-21T13:21:33.000Z,Project_Bang_43.SC2Map,49251992,-4,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.358,2018-04-22T12:51:02.000Z,Project_Bang_43.SC2Map,49251683,-309,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.359,2018-04-22T12:59:50.000Z,Project_Bang_43.SC2Map,49251791,108,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.360,2018-06-03T13:57:54.000Z,Project_Bang_43.SC2Map,49253249,1458,32x32,2,2,89384|Swarm(Camp)|9,bc7efd447167bd943b7b22137b0653b344241fc1908265e62a674d0583d95a9c,5,5
0.361,2018-06-10T09:30:33.000Z,Project_Bang_43.SC2Map,49254746,1497,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.362,2018-06-10T11:10:19.000Z,Project_Bang_43.SC2Map,49254944,198,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.363,2018-07-23T13:33:04.000Z,Project_Bang_43.SC2Map,49254785,-159,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.364,2018-07-24T11:48:53.000Z,Project_Bang_43.SC2Map,49255063,278,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.365,2018-07-25T13:10:36.000Z,Project_Bang_43.SC2Map,49256180,1117,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.366,2018-08-09T14:02:24.000Z,Project_Bang_43.SC2Map,49256979,799,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.367,2018-08-28T13:54:27.000Z,Project_Bang_43.SC2Map,48858495,-398484,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.368,2018-11-11T09:55:08.000Z,Project_Bang_43_heres_skin.SC2Map,51820466,2961971,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.369,2018-11-11T13:54:32.000Z,Project_Bang_43_heres_skin.SC2Map,51789747,-30719,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.370,2018-11-12T11:47:35.000Z,Project_Bang_43_heres_skin.SC2Map,51720204,-69543,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.371,2019-01-09T13:59:52.000Z,Project_Bang_43_heres_skin.SC2Map,51720239,35,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.372,2019-02-20T14:06:12.000Z,Project_Bang_43_heres_skin.SC2Map,51722075,1836,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.373,2019-02-27T11:44:48.000Z,Project_Bang_43_heres_skin.SC2Map,51721282,-793,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.374,2019-02-28T12:15:55.000Z,Project_Bang_43_heres_skin.SC2Map,51722220,938,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.375,2019-03-19T13:47:21.000Z,Project_Bang_43_heres_skin.SC2Map,51723112,892,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.376,2019-06-27T16:11:42.000Z,Project_Bang_43_heres_skin.SC2Map,51724278,1166,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.377,2019-07-08T09:22:31.000Z,Project_Bang_43_heres_skin.SC2Map,51724302,24,32x32,2,2,89384|Swarm(Camp)|9,1e7a3def0340f20fa8f27f4c9b3531a1787e43af70ee3f498d87c735ac16d436,5,5
0.378,2019-07-13T16:21:46.000Z,Project_Bang_43.SC2Map,48861921,-2862381,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.379,2019-07-13T16:49:49.000Z,Project_Bang_45.SC2Map,48862026,105,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.380,2019-07-14T10:25:22.000Z,Project_Bang_45.SC2Map,48862976,950,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.381,2019-07-17T15:58:36.000Z,Project_Bang_45.SC2Map,48863426,450,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.382,2019-07-20T05:01:06.000Z,Project_Bang_45.SC2Map,48863636,210,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.383,2019-07-29T09:21:53.000Z,Project_Bang_45.SC2Map,48863438,-198,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.384,2019-07-29T15:29:06.000Z,Project_Bang_45.SC2Map,48863358,-80,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.385,2019-07-29T17:15:34.000Z,Project_Bang_45.SC2Map,48863329,-29,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.386,2019-08-01T11:51:41.000Z,Project_Bang_45.SC2Map,48862863,-466,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.387,2019-08-01T12:04:59.000Z,Project_Bang_45.SC2Map,48862698,-165,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.388,2019-08-05T16:30:15.000Z,Project_Bang_45.SC2Map,48862684,-14,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.389,2019-08-08T14:30:30.000Z,Project_Bang_45.SC2Map,48864335,1651,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.390,2019-08-08T15:01:13.000Z,Project_Bang_45.SC2Map,48864765,430,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.391,2019-08-29T15:47:19.000Z,Project_Bang_45.SC2Map,48865945,1180,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.392,2019-09-01T09:05:57.000Z,Project_Bang_45.SC2Map,48865964,19,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.393,2019-09-01T10:46:31.000Z,Project_Bang_45.SC2Map,48865936,-28,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.394,2019-09-03T12:03:40.000Z,Project_Bang_45.SC2Map,48866772,836,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.395,2019-09-05T12:41:34.000Z,Project_Bang_45.SC2Map,48866718,-54,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.396,2019-09-08T11:19:34.000Z,Project_Bang_45.SC2Map,48867084,366,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.397,2019-09-10T16:47:34.000Z,Project_Bang_45.SC2Map,48868899,1815,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.398,2019-09-19T12:09:51.000Z,Project_Bang_45.SC2Map,49444367,575468,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.399,2019-09-23T12:48:45.000Z,Project_Bang_45.SC2Map,49444640,273,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.400,2019-09-27T16:34:22.000Z,Project_Bang_45.SC2Map,49445335,695,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.401,2019-09-28T10:27:00.000Z,Project_Bang_45.SC2Map,49445417,82,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.402,2019-10-01T12:02:43.000Z,Project_Bang_46_ReBuild.SC2Map,49239511,-205906,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.403,2019-10-01T13:23:03.000Z,Project_Bang_45.SC2Map,49445417,205906,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.404,2019-10-02T12:02:38.000Z,Project_Bang_45.SC2Map,49446053,636,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.405,2019-10-02T16:11:18.000Z,Project_Bang_46_ReBuild.SC2Map,49238006,-208047,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.406,2019-10-02T16:52:24.000Z,Project_Bang_46_ReBuild.SC2Map,49238409,403,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.407,2019-10-02T17:41:45.000Z,Project_Bang_45.SC2Map,49446053,207644,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.408,2019-10-02T17:42:54.000Z,Project_Bang_45.SC2Map,49446053,0,32x32,2,2,89384|Swarm(Camp)|9,b7d8ec3f47c46d53e67f258017c459c83065357343690086f79fc2f7ce7d930c,5,5
0.409,2019-10-05T11:41:09.000Z,Project_Bang_45.SC2Map,49452128,6075,32x32,2,3,89384|Swarm(Camp)|9,e43c8d15f5bc9a4611353e8c5bd9683f4fa7ea35fd96d8534a10a0333a892b86,5,5
0.410,2019-10-06T14:38:00.000Z,Project_Bang_46_ReBuild.SC2Map,51459461,2007333,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.411,2019-10-06T15:19:47.000Z,Project_Bang_46_ReBuild.SC2Map,51458649,-812,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.412,2019-10-06T18:07:34.000Z,Project_Bang_46_ReBuild.SC2Map,51459320,671,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.413,2019-10-07T15:04:51.000Z,Project_Bang_46_ReBuild.SC2Map,51466950,7630,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.414,2019-10-07T17:03:12.000Z,Project_Bang_46_ReBuild.SC2Map,51467783,833,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.415,2019-10-08T15:10:01.000Z,Project_Bang_46_ReBuild.SC2Map,51468893,1110,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.416,2019-10-08T15:17:25.000Z,Project_Bang_46_ReBuild.SC2Map,51468590,-303,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.417,2019-10-08T16:20:54.000Z,Project_Bang_46_ReBuild.SC2Map,51470484,1894,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),a019c0059fbfec0416b72f90fe0f06cb3a10ecf0b682343ace90cc8aefbb6b33,5,5
0.418,2019-10-10T13:18:01.000Z,Project_Bang_46_ReBuild.SC2Map,51460013,-10471,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),16e2cf4cc9d8cd571de482fb39a0698df3cee3fd65a3ed24b1f7e1718241bf9c,5,5
0.419,2019-10-10T16:53:53.000Z,Project_Bang_46_ReBuild.SC2Map,51460703,690,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),fd9a0732dcdad76647bf0a5772f203ba91a050f8572117ea4eae5b5bf0774b77,5,5
0.420,2019-10-11T14:08:59.000Z,Project_Bang_46_ReBuild.SC2Map,51460210,-493,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),fd9a0732dcdad76647bf0a5772f203ba91a050f8572117ea4eae5b5bf0774b77,5,5
0.421,2019-10-11T19:05:24.000Z,Project_Bang_46_ReBuild.SC2Map,51460249,39,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),fd9a0732dcdad76647bf0a5772f203ba91a050f8572117ea4eae5b5bf0774b77,5,5
0.422,2019-10-15T18:32:45.000Z,Project_Bang_46_ReBuild.SC2Map,51459758,-491,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),c7216b293dac13fcdf43987dbe8c81393802aac23bbf677a7d57d196eb31c60a,5,5
0.423,2019-10-17T14:38:13.000Z,Project_Bang_46_ReBuild.SC2Map,51463214,3456,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),c7216b293dac13fcdf43987dbe8c81393802aac23bbf677a7d57d196eb31c60a,5,5
0.424,2019-10-18T10:12:02.000Z,Project_Bang_46_ReBuild.SC2Map,51463367,153,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),c7216b293dac13fcdf43987dbe8c81393802aac23bbf677a7d57d196eb31c60a,5,5
0.425,2019-10-23T12:00:19.000Z,Project_Bang_46_ReBuild.SC2Map,51429103,-34264,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),c7216b293dac13fcdf43987dbe8c81393802aac23bbf677a7d57d196eb31c60a,5,5
0.426,2019-10-23T12:53:28.000Z,Project_Bang_46_ReBuild.SC2Map,51429158,55,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),c7216b293dac13fcdf43987dbe8c81393802aac23bbf677a7d57d196eb31c60a,5,5
0.427,2019-10-23T14:27:53.000Z,Project_Bang_46_ReBuild.SC2Map,51429540,382,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),c7216b293dac13fcdf43987dbe8c81393802aac23bbf677a7d57d196eb31c60a,5,5
0.428,2019-10-25T13:22:34.000Z,Project_Bang_46_ReBuild.SC2Map,51429094,-446,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),c7216b293dac13fcdf43987dbe8c81393802aac23bbf677a7d57d196eb31c60a,5,5
0.429,2019-11-03T11:30:19.000Z,Project_Bang_46_ReBuild.SC2Map,51538279,109185,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.430,2019-11-03T14:07:24.000Z,Project_Bang_46_ReBuild.SC2Map,51537476,-803,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.431,2019-11-03T15:40:48.000Z,Project_Bang_46_ReBuild.SC2Map,51537306,-170,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.432,2019-11-03T16:33:04.000Z,Project_Bang_46_ReBuild.SC2Map,51537033,-273,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.433,2019-11-04T13:01:08.000Z,Project_Bang_46_ReBuild.SC2Map,51536098,-935,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.434,2019-11-04T13:46:53.000Z,Project_Bang_46_ReBuild.SC2Map,51536459,361,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.435,2019-11-04T14:43:06.000Z,Project_Bang_46_ReBuild.SC2Map,51536445,-14,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.436,2019-11-04T16:49:35.000Z,Project_Bang_46_ReBuild.SC2Map,51537599,1154,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.437,2019-11-05T12:56:41.000Z,Project_Bang_46_ReBuild.SC2Map,51548597,10998,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.438,2019-11-05T13:33:56.000Z,Project_Bang_46_ReBuild.SC2Map,51548488,-109,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.439,2019-11-05T14:52:15.000Z,Project_Bang_47_ReBuild.SC2Map,51547828,-660,32x32,3,2,89384|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.440,2019-11-05T16:03:46.000Z,Project_Bang_46_ReBuild.SC2Map,51550144,2316,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.441,2019-11-05T16:22:40.000Z,Project_Bang_46_ReBuild.SC2Map,51549056,-1088,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.442,2019-11-06T14:38:20.000Z,Project_Bang_46_ReBuild.SC2Map,51546815,-2241,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.443,2019-11-06T15:59:37.000Z,Project_Bang_46_ReBuild.SC2Map,51545362,-1453,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.444,2019-11-06T17:10:37.000Z,Project_Bang_46_ReBuild.SC2Map,51546113,751,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.445,2019-11-06T17:11:43.000Z,Project_Bang_46_ReBuild.SC2Map,51546113,0,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.446,2019-11-07T12:49:15.000Z,Project_Bang_46_ReBuild.SC2Map,51547291,1178,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.447,2019-11-07T14:59:58.000Z,Project_Bang_46_ReBuild.SC2Map,51549056,1765,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.448,2019-11-08T17:26:46.000Z,Project_Bang_46_ReBuild.SC2Map,51552304,3248,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.449,2019-11-08T18:45:48.000Z,Project_Bang_46_ReBuild.SC2Map,51552686,382,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f30ffa742654f07483e08041fc57e7341a1e37e825ab19ebeea93c55fd9714bd,5,5
0.450,2019-11-09T13:04:55.000Z,Project_Bang_46_ReBuild.SC2Map,51559692,7006,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),9ae876582b9d8436a0a3441efd48226bc367c7bb356b6c5e5dde9af6968a0c45,5,5
0.451,2019-11-09T14:11:51.000Z,Project_Bang_46_ReBuild.SC2Map,51559487,-205,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f77396a03361433381804ec663aca530105eb4aa2e041537dc469bda8656db95,5,5
0.452,2019-11-09T19:03:08.000Z,Project_Bang_46_ReBuild.SC2Map,51559618,131,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),f77396a03361433381804ec663aca530105eb4aa2e041537dc469bda8656db95,5,5
0.453,2019-11-12T13:07:46.000Z,Project_Bang_46_ReBuild.SC2Map,51561718,2100,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),40c9524e055d3ad7f57ca82c0553659b9b34cebd4be57ecf89da71b4854abbe1,5,5
0.454,2019-11-12T13:12:38.000Z,Project_Bang_46_ReBuild.SC2Map,51561722,4,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),bc15ee5f60e550e0d5acb507661a35cc4150afcd5aa89722e5e88e0e6afa8f68,5,5
0.455,2019-11-14T13:43:33.000Z,Project_Bang_46_ReBuild.SC2Map,51568611,6889,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),bc15ee5f60e550e0d5acb507661a35cc4150afcd5aa89722e5e88e0e6afa8f68,5,5
0.456,2019-11-14T15:53:34.000Z,Project_Bang_46_ReBuild.SC2Map,51568078,-533,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),bc15ee5f60e550e0d5acb507661a35cc4150afcd5aa89722e5e88e0e6afa8f68,5,5
0.457,2019-11-18T14:15:08.000Z,Project_Bang_46_ReBuild.SC2Map,51575271,7193,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),033143921ef739025ba87792f554ab51a8ae19173b504edfa4f16cd3ff0e6445,5,5
0.458,2019-11-18T17:20:05.000Z,Project_Bang_46_ReBuild.SC2Map,51575120,-151,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),033143921ef739025ba87792f554ab51a8ae19173b504edfa4f16cd3ff0e6445,5,5
0.459,2019-11-19T15:38:36.000Z,Project_Bang_46_ReBuild.SC2Map,51575282,162,32x32,3,2,89384|Swarm(Camp)|Teams08(Mod),033143921ef739025ba87792f554ab51a8ae19173b504edfa4f16cd3ff0e6445,5,5
